FIPStxt,State,Area_Name,POP_ESTIMATE_2023
18055,IN,Greene County,"31,196"
18057,IN,Hamilton County,"371,645"
18059,IN,Hancock County,"86,166"
18061,IN,Harrison County,"40,006"
18063,IN,Hendricks County,"186,387"
18065,IN,Henry County,"48,929"
18067,IN,Howard County,"83,831"
18069,IN,Huntington County,"36,781"
18071,IN,Jackson County,"46,460"
18073,IN,Jasper County,"33,535"
18075,IN,Jay County,"20,032"
18077,IN,Jefferson County,"33,056"
18079,IN,Jennings County,"27,622"
18081,IN,Johnson County,"167,819"
18083,IN,Knox County,"36,070"
18085,IN,Kosciusko County,"80,364"
18087,IN,LaGrange County,"40,907"
18089,IN,Lake County,"500,598"
18091,IN,LaPorte County,"111,706"
18093,IN,Lawrence County,"45,084"
18095,IN,Madison County,"132,504"
18097,IN,Marion County,"968,460"
18099,IN,Marshall County,"46,352"
18101,IN,Martin County,"9,897"
18103,IN,Miami County,"35,402"
18105,IN,Monroe County,"139,342"
18107,IN,Montgomery County,"38,573"
18109,IN,Morgan County,"73,227"
18111,IN,Newton County,"13,960"
18113,IN,Noble County,"47,430"
18115,IN,Ohio County,"6,004"
18117,IN,Orange County,"19,638"
18119,IN,Owen County,"21,532"
18121,IN,Parke County,"16,484"
18123,IN,Perry County,"19,209"
18125,IN,Pike County,"12,106"
18127,IN,Porter County,"175,335"
18129,IN,Posey County,"25,040"
18131,IN,Pulaski County,"12,385"
18133,IN,Putnam County,"37,567"
18135,IN,Randolph County,"24,216"
18137,IN,Ripley County,"29,227"
18139,IN,Rush County,"16,847"
18141,IN,St. Joseph County,"272,848"
18143,IN,Scott County,"24,657"
18145,IN,Shelby County,"45,231"
18147,IN,Spencer County,"19,910"
18149,IN,Starke County,"23,206"
18151,IN,Steuben County,"34,917"
18153,IN,Sullivan County,"20,757"
18155,IN,Switzerland County,"10,019"
18157,IN,Tippecanoe County,"188,792"
18159,IN,Tipton County,"15,256"
18161,IN,Union County,"6,973"
18163,IN,Vanderburgh County,"179,810"
18165,IN,Vermillion County,"15,417"
18167,IN,Vigo County,"106,153"
18169,IN,Wabash County,"30,670"
18171,IN,Warren County,"8,518"
18173,IN,Warrick County,"65,867"
18175,IN,Washington County,"28,205"
18177,IN,Wayne County,"66,127"
18179,IN,Wells County,"28,555"
18181,IN,White County,"24,917"
18183,IN,Whitley County,"34,742"
19000,IA,Iowa,"3,207,004"
19001,IA,Adair County,"7,389"
19003,IA,Adams County,"3,544"
19005,IA,Allamakee County,"14,074"
19007,IA,Appanoose County,"12,119"
19009,IA,Audubon County,"5,534"
19011,IA,Benton County,"25,796"
19013,IA,Black Hawk County,"130,471"
19015,IA,Boone County,"26,590"
19017,IA,Bremer County,"25,307"
19019,IA,Buchanan County,"20,691"
19021,IA,Buena Vista County,"20,567"
19023,IA,Butler County,"14,172"
19025,IA,Calhoun County,"9,763"
19027,IA,Carroll County,"20,522"
19029,IA,Cass County,"13,130"
19031,IA,Cedar County,"18,302"
19033,IA,Cerro Gordo County,"42,406"
19035,IA,Cherokee County,"11,605"
19037,IA,Chickasaw County,"11,658"
19039,IA,Clarke County,"9,588"
19041,IA,Clay County,"16,511"
19043,IA,Clayton County,"16,969"
19045,IA,Clinton County,"46,158"
19047,IA,Crawford County,"16,013"
19049,IA,Dallas County,"111,092"
19051,IA,Davis County,"9,169"
19053,IA,Decatur County,"7,665"
19055,IA,Delaware County,"17,600"
19057,IA,Des Moines County,"38,253"
19059,IA,Dickinson County,"18,056"
19061,IA,Dubuque County,"98,887"
19063,IA,Emmet County,"9,229"
19065,IA,Fayette County,"19,210"
19067,IA,Floyd County,"15,326"
19069,IA,Franklin County,"9,875"
19071,IA,Fremont County,"6,458"
19073,IA,Greene County,"8,584"
19075,IA,Grundy County,"12,384"
19077,IA,Guthrie County,"10,722"
19079,IA,Hamilton County,"14,729"
19081,IA,Hancock County,"10,615"
19083,IA,Hardin County,"16,463"
19085,IA,Harrison County,"14,670"
19087,IA,Henry County,"19,547"
19089,IA,Howard County,"9,376"
19091,IA,Humboldt County,"9,500"
19093,IA,Ida County,"6,833"
19095,IA,Iowa County,"16,381"
19097,IA,Jackson County,"19,342"
19099,IA,Jasper County,"37,919"
19101,IA,Jefferson County,"15,440"
19103,IA,Johnson County,"157,528"
19105,IA,Jones County,"20,900"
19107,IA,Keokuk County,"9,914"
19109,IA,Kossuth County,"14,396"
19111,IA,Lee County,"32,565"
19113,IA,Linn County,"228,972"
19115,IA,Louisa County,"10,513"
19117,IA,Lucas County,"8,747"
19119,IA,Lyon County,"12,324"
19121,IA,Madison County,"16,971"
19123,IA,Mahaska County,"21,874"
19125,IA,Marion County,"33,770"
19127,IA,Marshall County,"40,014"
19129,IA,Mills County,"14,633"
19131,IA,Mitchell County,"10,518"
19133,IA,Monona County,"8,493"
19135,IA,Monroe County,"7,504"
19137,IA,Montgomery County,"10,139"
19139,IA,Muscatine County,"42,218"
19141,IA,O'Brien County,"14,012"
19143,IA,Osceola County,"5,978"
19145,IA,Page County,"15,014"
19147,IA,Palo Alto County,"8,810"
19149,IA,Plymouth County,"25,722"
19151,IA,Pocahontas County,"6,976"
19153,IA,Polk County,"505,255"
19155,IA,Pottawattamie County,"93,179"
19157,IA,Poweshiek County,"18,453"
19159,IA,Ringgold County,"4,642"
19161,IA,Sac County,"9,686"
19163,IA,Scott County,"174,270"
19165,IA,Shelby County,"11,806"
19167,IA,Sioux County,"36,246"
19169,IA,Story County,"98,566"
19171,IA,Tama County,"16,833"
19173,IA,Taylor County,"5,924"
19175,IA,Union County,"11,906"
19177,IA,Van Buren County,"7,266"
19179,IA,Wapello County,"35,166"
19181,IA,Warren County,"55,205"
19183,IA,Washington County,"22,560"
19185,IA,Wayne County,"6,557"
19187,IA,Webster County,"36,485"
19189,IA,Winnebago County,"10,571"
19191,IA,Winneshiek County,"19,815"
19193,IA,Woodbury County,"105,951"
19195,IA,Worth County,"7,297"
19197,IA,Wright County,"12,656"
20000,KS,Kansas,"2,940,546"
20001,KS,Allen County,"12,412"
20003,KS,Anderson County,"7,838"
20005,KS,Atchison County,"16,016"
20007,KS,Barber County,"4,071"
20009,KS,Barton County,"24,899"
20011,KS,Bourbon County,"14,408"
20013,KS,Brown County,"9,250"
20015,KS,Butler County,"68,632"
20017,KS,Chase County,"2,579"
20019,KS,Chautauqua County,"3,347"
20021,KS,Cherokee County,"19,054"
20023,KS,Cheyenne County,"2,636"
20025,KS,Clark County,"1,847"
20027,KS,Clay County,"8,007"
20029,KS,Cloud County,"8,854"
20031,KS,Coffey County,"8,251"
20033,KS,Comanche County,"1,655"
20035,KS,Cowley County,"34,157"
20037,KS,Crawford County,"38,764"
20039,KS,Decatur County,"2,712"
20041,KS,Dickinson County,"18,445"
20043,KS,Doniphan County,"7,493"
20045,KS,Douglas County,"120,553"
20047,KS,Edwards County,"2,733"
20049,KS,Elk County,"2,467"
20051,KS,Ellis County,"28,810"
20053,KS,Ellsworth County,"6,357"
20055,KS,Finney County,"37,466"
20057,KS,Ford County,"33,980"
20059,KS,Franklin County,"26,125"
20061,KS,Geary County,"35,047"
20063,KS,Gove County,"2,735"
20065,KS,Graham County,"2,376"
20067,KS,Grant County,"7,147"
20069,KS,Gray County,"5,743"
20071,KS,Greeley County,"1,181"
20073,KS,Greenwood County,"5,870"
20075,KS,Hamilton County,"2,437"
20077,KS,Harper County,"5,435"
20079,KS,Harvey County,"33,504"
20081,KS,Haskell County,"3,630"
20083,KS,Hodgeman County,"1,655"
20085,KS,Jackson County,"13,368"
20087,KS,Jefferson County,"18,327"
20089,KS,Jewell County,"2,847"
20091,KS,Johnson County,"622,237"
20093,KS,Kearny County,"3,823"
20095,KS,Kingman County,"7,066"
20097,KS,Kiowa County,"2,374"
20099,KS,Labette County,"19,728"
20101,KS,Lane County,"1,529"
20103,KS,Leavenworth County,"83,518"
20105,KS,Lincoln County,"2,920"
20107,KS,Linn County,"9,860"
20109,KS,Logan County,"2,665"
20111,KS,Lyon County,"32,172"
20113,KS,McPherson County,"30,091"
20115,KS,Marion County,"11,690"
20117,KS,Marshall County,"9,933"
20119,KS,Meade County,"3,911"
20121,KS,Miami County,"35,320"
20123,KS,Mitchell County,"5,719"
20125,KS,Montgomery County,"30,568"
20127,KS,Morris County,"5,334"
20129,KS,Morton County,"2,580"
20131,KS,Nemaha County,"10,114"
20133,KS,Neosho County,"15,420"
20135,KS,Ness County,"2,618"
20137,KS,Norton County,"5,330"
20139,KS,Osage County,"15,824"
20141,KS,Osborne County,"3,427"
20143,KS,Ottawa County,"5,818"
20145,KS,Pawnee County,"6,126"
20147,KS,Phillips County,"4,761"
20149,KS,Pottawatomie County,"26,382"
20151,KS,Pratt County,"9,082"
20153,KS,Rawlins County,"2,463"
20155,KS,Reno County,"61,497"
20157,KS,Republic County,"4,627"
20159,KS,Rice County,"9,260"
20161,KS,Riley County,"71,402"
20163,KS,Rooks County,"4,778"
20165,KS,Rush County,"2,830"
20167,KS,Russell County,"6,723"
20169,KS,Saline County,"53,098"
20171,KS,Scott County,"4,922"
20173,KS,Sedgwick County,"528,469"
20175,KS,Seward County,"21,067"
20177,KS,Shawnee County,"177,746"
20179,KS,Sheridan County,"2,423"
20181,KS,Sherman County,"5,844"
20183,KS,Smith County,"3,590"
20185,KS,Stafford County,"3,909"
20187,KS,Stanton County,"1,901"
20189,KS,Stevens County,"5,077"
20191,KS,Sumner County,"22,334"
20193,KS,Thomas County,"7,865"
20195,KS,Trego County,"2,731"
20197,KS,Wabaunsee County,"7,057"
20199,KS,Wallace County,"1,509"
20201,KS,Washington County,"5,504"
20203,KS,Wichita County,"2,082"
20205,KS,Wilson County,"8,382"
20207,KS,Woodson County,"3,115"
20209,KS,Wyandotte County,"165,281"
21000,KY,Kentucky,"4,526,154"
21001,KY,Adair County,"19,264"
21003,KY,Allen County,"21,788"
21005,KY,Anderson County,"24,613"
21007,KY,Ballard County,"7,582"
21009,KY,Barren County,"45,008"
21011,KY,Bath County,"12,975"
21013,KY,Bell County,"23,317"
21015,KY,Boone County,"140,496"
21017,KY,Bourbon County,"20,134"
21019,KY,Boyd County,"47,826"
21021,KY,Boyle County,"30,988"
21023,KY,Bracken County,"8,426"
21025,KY,Breathitt County,"12,953"
21027,KY,Breckinridge County,"21,124"
21029,KY,Bullitt County,"84,863"
21031,KY,Butler County,"12,375"
21033,KY,Caldwell County,"12,551"
21035,KY,Calloway County,"38,280"
21037,KY,Campbell County,"93,702"
21039,KY,Carlisle County,"4,704"
21041,KY,Carroll County,"10,987"
21043,KY,Carter County,"26,366"
21045,KY,Casey County,"15,918"
21047,KY,Christian County,"72,032"
21049,KY,Clark County,"37,304"
21051,KY,Clay County,"19,648"
21053,KY,Clinton County,"9,148"
21055,KY,Crittenden County,"8,974"
21057,KY,Cumberland County,"6,000"
21059,KY,Daviess County,"103,458"
21061,KY,Edmonson County,"12,448"
21063,KY,Elliott County,"7,245"
21065,KY,Estill County,"13,936"
21067,KY,Fayette County,"320,154"
21069,KY,Fleming County,"15,442"
21071,KY,Floyd County,"34,423"
21073,KY,Franklin County,"51,644"
21075,KY,Fulton County,"6,338"
21077,KY,Gallatin County,"8,792"
21079,KY,Garrard County,"17,829"
21081,KY,Grant County,"25,619"
21083,KY,Graves County,"36,461"
21085,KY,Grayson County,"26,825"
21087,KY,Green County,"11,468"
21089,KY,Greenup County,"35,221"
21091,KY,Hancock County,"8,920"
21093,KY,Hardin County,"112,273"
21095,KY,Harlan County,"25,324"
21097,KY,Harrison County,"19,415"
21099,KY,Hart County,"19,724"
21101,KY,Henderson County,"44,119"
21103,KY,Henry County,"15,973"
21105,KY,Hickman County,"4,447"
21107,KY,Hopkins County,"44,929"
21109,KY,Jackson County,"13,104"
21111,KY,Jefferson County,"772,144"
21113,KY,Jessamine County,"55,017"
21115,KY,Johnson County,"22,116"
21117,KY,Kenton County,"171,321"
21119,KY,Knott County,"13,659"
21121,KY,Knox County,"29,794"
21123,KY,Larue County,"15,303"
21125,KY,Laurel County,"63,296"
21127,KY,Lawrence County,"16,000"
21129,KY,Lee County,"7,293"
21131,KY,Leslie County,"9,864"
21133,KY,Letcher County,"20,423"
21135,KY,Lewis County,"12,973"
21137,KY,Lincoln County,"24,776"
21139,KY,Livingston County,"8,892"
21141,KY,Logan County,"28,283"
21143,KY,Lyon County,"9,187"
21145,KY,McCracken County,"67,428"
21147,KY,McCreary County,"17,050"
21149,KY,McLean County,"9,054"
21151,KY,Madison County,"96,735"
21153,KY,Magoffin County,"11,228"
21155,KY,Marion County,"19,834"
21157,KY,Marshall County,"31,744"
21159,KY,Martin County,"10,928"
21161,KY,Mason County,"16,841"
21163,KY,Meade County,"30,131"
21165,KY,Menifee County,"6,286"
21167,KY,Mercer County,"23,097"
21169,KY,Metcalfe County,"10,482"
21171,KY,Monroe County,"11,306"
21173,KY,Montgomery County,"28,527"
21175,KY,Morgan County,"14,283"
21177,KY,Muhlenberg County,"30,568"
21179,KY,Nelson County,"47,730"
21181,KY,Nicholas County,"7,686"
21183,KY,Ohio County,"23,626"
21185,KY,Oldham County,"70,183"
21187,KY,Owen County,"11,313"
21189,KY,Owsley County,"4,001"
21191,KY,Pendleton County,"14,810"
21193,KY,Perry County,"27,133"
21195,KY,Pike County,"55,973"
21197,KY,Powell County,"12,972"
21199,KY,Pulaski County,"66,191"
21201,KY,Robertson County,"2,313"
21203,KY,Rockcastle County,"16,190"
21205,KY,Rowan County,"24,409"
21207,KY,Russell County,"18,279"
21209,KY,Scott County,"60,168"
21211,KY,Shelby County,"49,515"
21213,KY,Simpson County,"20,195"
21215,KY,Spencer County,"20,531"
21217,KY,Taylor County,"26,443"
21219,KY,Todd County,"12,494"
21221,KY,Trigg County,"14,369"
21223,KY,Trimble County,"8,607"
21225,KY,Union County,"13,106"
21227,KY,Warren County,"142,229"
21229,KY,Washington County,"12,267"
21231,KY,Wayne County,"19,580"
21233,KY,Webster County,"12,726"
21235,KY,Whitley County,"36,825"
21237,KY,Wolfe County,"6,282"
21239,KY,Woodford County,"27,268"
22000,LA,Louisiana,"4,573,749"
22001,LA,Acadia Parish,"56,489"
22003,LA,Allen Parish,"22,112"
22005,LA,Ascension Parish,"131,632"
22007,LA,Assumption Parish,"20,160"
22009,LA,Avoyelles Parish,"38,408"
22011,LA,Beauregard Parish,"36,827"
22013,LA,Bienville Parish,"12,366"
22015,LA,Bossier Parish,"129,795"
22017,LA,Caddo Parish,"226,386"
22019,LA,Calcasieu Parish,"203,761"
22021,LA,Caldwell Parish,"9,389"
22023,LA,Cameron Parish,"4,768"
22025,LA,Catahoula Parish,"8,414"
22027,LA,Claiborne Parish,"13,670"
22029,LA,Concordia Parish,"17,688"
22031,LA,De Soto Parish,"27,114"
22033,LA,East Baton Rouge Parish,"448,467"
22035,LA,East Carroll Parish,"6,829"
22037,LA,East Feliciana Parish,"19,229"
22039,LA,Evangeline Parish,"31,754"
22041,LA,Franklin Parish,"19,285"
22043,LA,Grant Parish,"21,911"
22045,LA,Iberia Parish,"67,659"
22047,LA,Iberville Parish,"29,617"
22049,LA,Jackson Parish,"14,746"
22051,LA,Jefferson Parish,"421,777"
22053,LA,Jefferson Davis Parish,"31,553"
22055,LA,Lafayette Parish,"249,750"
22057,LA,Lafourche Parish,"95,056"
22059,LA,LaSalle Parish,"14,800"
22061,LA,Lincoln Parish,"47,962"
22063,LA,Livingston Parish,"150,145"
22065,LA,Madison Parish,"9,246"
22067,LA,Morehouse Parish,"23,955"
22069,LA,Natchitoches Parish,"36,291"
22071,LA,Orleans Parish,"364,136"
22073,LA,Ouachita Parish,"157,568"
22075,LA,Plaquemines Parish,"22,386"
22077,LA,Pointe Coupee Parish,"20,000"
22079,LA,Rapides Parish,"126,260"
22081,LA,Red River Parish,"7,356"
22083,LA,Richland Parish,"19,712"
22085,LA,Sabine Parish,"21,906"
22087,LA,St. Bernard Parish,"44,463"
22089,LA,St. Charles Parish,"50,620"
22091,LA,St. Helena Parish,"10,774"
22093,LA,St. James Parish,"19,191"
22095,LA,St. John the Baptist Parish,"39,592"
22097,LA,St. Landry Parish,"81,464"
22099,LA,St. Martin Parish,"51,057"
22101,LA,St. Mary Parish,"47,055"
22103,LA,St. Tammany Parish,"275,583"
22105,LA,Tangipahoa Parish,"138,064"
22107,LA,Tensas Parish,"3,764"
22109,LA,Terrebonne Parish,"103,616"
22111,LA,Union Parish,"20,650"
22113,LA,Vermilion Parish,"56,992"
22115,LA,Vernon Parish,"46,250"
22117,LA,Washington Parish,"44,865"
22119,LA,Webster Parish,"35,238"
22121,LA,West Baton Rouge Parish,"28,266"
22123,LA,West Carroll Parish,"9,323"
22125,LA,West Feliciana Parish,"15,371"
22127,LA,Winn Parish,"13,216"
23000,ME,Maine,"1,395,722"
23001,ME,Androscoggin County,"113,765"
23003,ME,Aroostook County,"67,351"
23005,ME,Cumberland County,"310,230"
23007,ME,Franklin County,"30,828"
23009,ME,Hancock County,"56,526"
23011,ME,Kennebec County,"127,259"
23013,ME,Knox County,"40,977"
23015,ME,Lincoln County,"36,507"
23017,ME,Oxford County,"59,905"
23019,ME,Penobscot County,"155,312"
23021,ME,Piscataquis County,"17,486"
23023,ME,Sagadahoc County,"37,513"
23025,ME,Somerset County,"51,302"
23027,ME,Waldo County,"40,620"
23029,ME,Washington County,"31,555"
23031,ME,York County,"218,586"
24000,MD,Maryland,"6,180,253"
24001,MD,Allegany County,"67,273"
24003,MD,Anne Arundel County,"594,582"
24005,MD,Baltimore County,"844,703"
24009,MD,Calvert County,"94,728"
24011,MD,Caroline County,"33,593"
24013,MD,Carroll County,"176,639"
24015,MD,Cecil County,"105,672"
24017,MD,Charles County,"171,973"
24019,MD,Dorchester County,"32,879"
24021,MD,Frederick County,"293,391"
24023,MD,Garrett County,"28,423"
24025,MD,Harford County,"264,644"
24027,MD,Howard County,"336,001"
24029,MD,Kent County,"19,303"
24031,MD,Montgomery County,"1,058,474"
24033,MD,Prince George's County,"947,430"
24035,MD,Queen Anne's County,"52,508"
24037,MD,St. Mary's County,"115,281"
24039,MD,Somerset County,"24,910"
24041,MD,Talbot County,"37,823"
24043,MD,Washington County,"155,813"
24045,MD,Wicomico County,"104,800"
24047,MD,Worcester County,"54,171"
24510,MD,Baltimore city,"565,239"
25000,MA,Massachusetts,"7,001,399"
25001,MA,Barnstable County,"231,735"
25003,MA,Berkshire County,"126,818"
25005,MA,Bristol County,"581,841"
25007,MA,Dukes County,"20,819"
25009,MA,Essex County,"810,089"
25011,MA,Franklin County,"70,836"
25013,MA,Hampden County,"460,291"
25015,MA,Hampshire County,"162,502"
25017,MA,Middlesex County,"1,623,952"
25019,MA,Nantucket County,"14,444"
25021,MA,Norfolk County,"727,473"
25023,MA,Plymouth County,"535,308"
25025,MA,Suffolk County,"768,425"
25027,MA,Worcester County,"866,866"
26000,MI,Michigan,"10,037,261"
26001,MI,Alcona County,"10,489"
26003,MI,Alger County,"8,757"
26005,MI,Allegan County,"121,939"
26007,MI,Alpena County,"28,904"
26009,MI,Antrim County,"24,409"
26011,MI,Arenac County,"15,145"
26013,MI,Baraga County,"8,310"
26015,MI,Barry County,"63,808"
26017,MI,Bay County,"102,500"
26019,MI,Benzie County,"18,441"
26021,MI,Berrien County,"152,261"
26023,MI,Branch County,"45,215"
26025,MI,Calhoun County,"133,366"
26027,MI,Cass County,"51,642"
26029,MI,Charlevoix County,"26,159"
26031,MI,Cheboygan County,"26,048"
26033,MI,Chippewa County,"36,264"
26035,MI,Clare County,"31,316"
26037,MI,Clinton County,"79,720"
26039,MI,Crawford County,"13,538"
26041,MI,Delta County,"36,790"
26043,MI,Dickinson County,"25,982"
26045,MI,Eaton County,"108,820"
26047,MI,Emmet County,"34,123"
26049,MI,Genesee County,"401,522"
26051,MI,Gladwin County,"25,853"
26053,MI,Gogebic County,"14,224"
26055,MI,Grand Traverse County,"96,421"
26057,MI,Gratiot County,"41,368"
26059,MI,Hillsdale County,"45,587"
26061,MI,Houghton County,"37,599"
26063,MI,Huron County,"30,927"
26065,MI,Ingham County,"284,637"
26067,MI,Ionia County,"66,262"
26069,MI,Iosco County,"25,373"
26071,MI,Iron County,"11,740"
26073,MI,Isabella County,"64,118"
26075,MI,Jackson County,"159,424"
26077,MI,Kalamazoo County,"262,215"
26079,MI,Kalkaska County,"18,490"
26081,MI,Kent County,"661,354"
26083,MI,Keweenaw County,"2,172"
26085,MI,Lake County,"12,734"
26087,MI,Lapeer County,"88,977"
26089,MI,Leelanau County,"23,019"
26091,MI,Lenawee County,"97,520"
26093,MI,Livingston County,"196,757"
26095,MI,Luce County,"6,435"
26097,MI,Mackinac County,"10,851"
26099,MI,Macomb County,"875,101"
26101,MI,Manistee County,"25,562"
26103,MI,Marquette County,"66,999"
26105,MI,Mason County,"29,159"
26107,MI,Mecosta County,"41,099"
26109,MI,Menominee County,"22,945"
26111,MI,Midland County,"84,039"
26113,MI,Missaukee County,"15,311"
26115,MI,Monroe County,"155,045"
26117,MI,Montcalm County,"68,154"
26119,MI,Montmorency County,"9,678"
26121,MI,Muskegon County,"176,564"
26123,MI,Newaygo County,"51,108"
26125,MI,Oakland County,"1,270,426"
26127,MI,Oceana County,"26,981"
26129,MI,Ogemaw County,"20,990"
26131,MI,Ontonagon County,"5,906"
26133,MI,Osceola County,"23,330"
26135,MI,Oscoda County,"8,545"
26137,MI,Otsego County,"25,747"
26139,MI,Ottawa County,"303,372"
26141,MI,Presque Isle County,"13,285"
26143,MI,Roscommon County,"23,863"
26145,MI,Saginaw County,"187,782"
26147,MI,St. Clair County,"159,874"
26149,MI,St. Joseph County,"60,878"
26151,MI,Sanilac County,"40,368"
26153,MI,Schoolcraft County,"8,149"
26155,MI,Shiawassee County,"68,025"
26157,MI,Tuscola County,"52,826"
26159,MI,Van Buren County,"75,798"
26161,MI,Washtenaw County,"365,536"
26163,MI,Wayne County,"1,751,169"
26165,MI,Wexford County,"34,122"
27000,MN,Minnesota,"5,737,915"
27001,MN,Aitkin County,"16,102"
27003,MN,Anoka County,"372,441"
27005,MN,Becker County,"35,283"
27007,MN,Beltrami County,"46,718"
27009,MN,Benton County,"41,600"
27011,MN,Big Stone County,"5,105"
27013,MN,Blue Earth County,"70,006"
27015,MN,Brown County,"25,628"
27017,MN,Carlton County,"36,825"
27019,MN,Carver County,"111,057"
27021,MN,Cass County,"31,446"
27023,MN,Chippewa County,"12,172"
27025,MN,Chisago County,"58,535"
27027,MN,Clay County,"66,258"
27029,MN,Clearwater County,"8,644"
27031,MN,Cook County,"5,639"
27033,MN,Cottonwood County,"11,319"
27035,MN,Crow Wing County,"68,304"
27037,MN,Dakota County,"447,440"
27039,MN,Dodge County,"21,088"
27041,MN,Douglas County,"39,953"
27043,MN,Faribault County,"13,873"
27045,MN,Fillmore County,"21,522"
27047,MN,Freeborn County,"30,515"
27049,MN,Goodhue County,"48,035"
27051,MN,Grant County,"6,139"
27053,MN,Hennepin County,"1,258,713"
27055,MN,Houston County,"18,582"
27057,MN,Hubbard County,"22,132"
27059,MN,Isanti County,"43,182"
27061,MN,Itasca County,"45,365"
27063,MN,Jackson County,"9,919"
27065,MN,Kanabec County,"16,602"
27067,MN,Kandiyohi County,"43,813"
27069,MN,Kittson County,"4,060"
27071,MN,Koochiching County,"11,751"
27073,MN,Lac qui Parle County,"6,630"
27075,MN,Lake County,"10,855"
27077,MN,Lake of the Woods County,"3,778"
27079,MN,Le Sueur County,"29,255"
27081,MN,Lincoln County,"5,521"
27083,MN,Lyon County,"25,427"
27085,MN,McLeod County,"36,785"
27087,MN,Mahnomen County,"5,280"
27089,MN,Marshall County,"8,810"
27091,MN,Martin County,"19,657"
27093,MN,Meeker County,"23,490"
27095,MN,Mille Lacs County,"27,427"
27097,MN,Morrison County,"34,250"
27099,MN,Mower County,"40,058"
27101,MN,Murray County,"8,049"
27103,MN,Nicollet County,"34,242"
27105,MN,Nobles County,"21,727"
27107,MN,Norman County,"6,329"
27109,MN,Olmsted County,"164,784"
27111,MN,Otter Tail County,"60,626"
27113,MN,Pennington County,"13,714"
27115,MN,Pine County,"30,197"
27117,MN,Pipestone County,"9,245"
27119,MN,Polk County,"30,412"
27121,MN,Pope County,"11,400"
27123,MN,Ramsey County,"536,075"
27125,MN,Red Lake County,"3,911"
27127,MN,Redwood County,"15,288"
27129,MN,Renville County,"14,348"
27131,MN,Rice County,"67,948"
27133,MN,Rock County,"9,551"
27135,MN,Roseau County,"15,252"
27137,MN,St. Louis County,"200,514"
27139,MN,Scott County,"155,814"
27141,MN,Sherburne County,"102,206"
27143,MN,Sibley County,"15,084"
27145,MN,Stearns County,"160,977"
27147,MN,Steele County,"37,421"
27149,MN,Stevens County,"9,728"
27151,MN,Swift County,"9,719"
27153,MN,Todd County,"25,667"
27155,MN,Traverse County,"3,136"
27157,MN,Wabasha County,"21,683"
27159,MN,Wadena County,"14,241"
27161,MN,Waseca County,"18,981"
27163,MN,Washington County,"278,936"
27165,MN,Watonwan County,"11,077"
27167,MN,Wilkin County,"6,306"
27169,MN,Winona County,"49,721"
27171,MN,Wright County,"151,150"
27173,MN,Yellow Medicine County,"9,467"
28000,MS,Mississippi,"2,939,690"
28001,MS,Adams County,"28,746"
28003,MS,Alcorn County,"34,135"
28005,MS,Amite County,"12,442"
28007,MS,Attala County,"17,359"
28009,MS,Benton County,"7,438"
28011,MS,Bolivar County,"28,968"
28013,MS,Calhoun County,"12,685"
28015,MS,Carroll County,"9,535"
28017,MS,Chickasaw County,"16,866"
28019,MS,Choctaw County,"8,088"
28021,MS,Claiborne County,"8,617"
28023,MS,Clarke County,"15,228"
28025,MS,Clay County,"18,206"
28027,MS,Coahoma County,"20,077"
28029,MS,Copiah County,"27,664"
28031,MS,Covington County,"18,059"
28033,MS,DeSoto County,"193,247"
28035,MS,Forrest County,"78,208"
28037,MS,Franklin County,"7,610"
28039,MS,George County,"25,619"
28041,MS,Greene County,"13,601"
28043,MS,Grenada County,"21,065"
28045,MS,Hancock County,"46,159"
28047,MS,Harrison County,"210,612"
28049,MS,Hinds County,"214,870"
28051,MS,Holmes County,"15,777"
28053,MS,Humphreys County,"7,216"
28055,MS,Issaquena County,"1,256"
28057,MS,Itawamba County,"24,093"
28059,MS,Jackson County,"146,389"
28061,MS,Jasper County,"16,013"
28063,MS,Jefferson County,"6,941"
28065,MS,Jefferson Davis County,"10,969"
28067,MS,Jones County,"66,250"
28069,MS,Kemper County,"8,584"
28071,MS,Lafayette County,"58,467"
28073,MS,Lamar County,"66,217"
28075,MS,Lauderdale County,"70,527"
28077,MS,Lawrence County,"11,741"
28079,MS,Leake County,"21,258"
28081,MS,Lee County,"82,799"
28083,MS,Leflore County,"26,378"
28085,MS,Lincoln County,"34,702"
28087,MS,Lowndes County,"57,283"
28089,MS,Madison County,"112,511"
28091,MS,Marion County,"24,224"
28093,MS,Marshall County,"34,123"
28095,MS,Monroe County,"33,609"
28097,MS,Montgomery County,"9,600"
28099,MS,Neshoba County,"28,789"
28101,MS,Newton County,"21,019"
28103,MS,Noxubee County,"9,914"
28105,MS,Oktibbeha County,"51,203"
28107,MS,Panola County,"32,669"
28109,MS,Pearl River County,"57,978"
28111,MS,Perry County,"11,315"
28113,MS,Pike County,"39,394"
28115,MS,Pontotoc County,"31,535"
28117,MS,Prentiss County,"25,135"
28119,MS,Quitman County,"5,546"
28121,MS,Rankin County,"160,417"
28123,MS,Scott County,"27,507"
28125,MS,Sharkey County,"3,336"
28127,MS,Simpson County,"25,715"
28129,MS,Smith County,"14,099"
28131,MS,Stone County,"18,756"
28133,MS,Sunflower County,"24,468"
28135,MS,Tallahatchie County,"11,837"
28137,MS,Tate County,"28,261"
28139,MS,Tippah County,"21,287"
28141,MS,Tishomingo County,"18,507"
28143,MS,Tunica County,"9,234"
